case_id,ticker,company_name,fiscal_year,fiscal_quarter,target_forms,sec_company_ref,accession_number,filing_url,item_202_or_exhibit_991,rights_status,blocked_reason,notes
spgi_2023_q4,SPGI,S&P Global Inc.,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/SPGI/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
mco_2023_q4,MCO,Moody's Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/MCO/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
aon_2023_q4,AON,Aon plc,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/AON/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
aig_2023_q4,AIG,"American International Group, Inc.",2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/AIG/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
met_2023_q4,MET,"MetLife, Inc.",2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/MET/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
pru_2023_q4,PRU,"Prudential Financial, Inc.",2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/PRU/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
trv_2023_q4,TRV,"The Travelers Companies, Inc.",2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/TRV/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
cb_2023_q4,CB,Chubb Limited,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/CB/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
jnj_2023_q4,JNJ,Johnson & Johnson,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/JNJ/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
lly_2023_q4,LLY,Eli Lilly and Company,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/LLY/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
mrk_2023_q4,MRK,"Merck & Co., Inc.",2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/MRK/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
pfe_2023_q4,PFE,Pfizer Inc.,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/PFE/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
unh_2023_q4,UNH,UnitedHealth Group Incorporated,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/UNH/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
cvs_2023_q4,CVS,CVS Health Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/CVS/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
abt_2023_q4,ABT,Abbott Laboratories,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/ABT/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
bmy_2023_q4,BMY,Bristol Myers Squibb Company,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/BMY/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
mdt_2023_q4,MDT,Medtronic plc,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/MDT/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
tmo_2023_q4,TMO,Thermo Fisher Scientific Inc.,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/TMO/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
dhr_2023_q4,DHR,Danaher Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/DHR/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
bdx_2023_q4,BDX,"Becton, Dickinson and Company",2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/BDX/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
ci_2023_q4,CI,The Cigna Group,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/CI/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
hca_2023_q4,HCA,"HCA Healthcare, Inc.",2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/HCA/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
syk_2023_q4,SYK,Stryker Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/SYK/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
xom_2023_q4,XOM,Exxon Mobil Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/XOM/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
cvx_2023_q4,CVX,Chevron Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/CVX/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
cop_2023_q4,COP,ConocoPhillips,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/COP/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
slb_2023_q4,SLB,SLB,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/SLB/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
hal_2023_q4,HAL,Halliburton Company,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/HAL/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
eog_2023_q4,EOG,"EOG Resources, Inc.",2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/EOG/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
oxy_2023_q4,OXY,Occidental Petroleum Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/OXY/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
mpc_2023_q4,MPC,Marathon Petroleum Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/MPC/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
psx_2023_q4,PSX,Phillips 66,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/PSX/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
vlo_2023_q4,VLO,Valero Energy Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/VLO/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
ba_2023_q4,BA,The Boeing Company,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/BA/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
rtx_2023_q4,RTX,RTX Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/RTX/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
lmt_2023_q4,LMT,Lockheed Martin Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/LMT/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
noc_2023_q4,NOC,Northrop Grumman Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/NOC/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
gd_2023_q4,GD,General Dynamics Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/GD/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
cat_2023_q4,CAT,Caterpillar Inc.,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/CAT/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
de_2023_q4,DE,Deere & Company,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/DE/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
ge_2023_q4,GE,GE Aerospace,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/GE/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
etn_2023_q4,ETN,Eaton Corporation plc,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/ETN/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
emr_2023_q4,EMR,Emerson Electric Co.,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/EMR/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
mmm_2023_q4,MMM,3M Company,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/MMM/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
itw_2023_q4,ITW,Illinois Tool Works Inc.,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/ITW/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
ph_2023_q4,PH,Parker-Hannifin Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/PH/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
carr_2023_q4,CARR,Carrier Global Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/CARR/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
otis_2023_q4,OTIS,Otis Worldwide Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/OTIS/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
ups_2023_q4,UPS,"United Parcel Service, Inc.",2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/UPS/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
fdx_2023_q4,FDX,FedEx Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/FDX/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
dal_2023_q4,DAL,"Delta Air Lines, Inc.",2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/DAL/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
unp_2023_q4,UNP,Union Pacific Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/UNP/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
nsc_2023_q4,NSC,Norfolk Southern Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/NSC/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
hd_2023_q4,HD,"The Home Depot, Inc.",2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/HD/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
low_2023_q4,LOW,"Lowe's Companies, Inc.",2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/LOW/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
tgt_2023_q4,TGT,Target Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/TGT/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
kr_2023_q4,KR,The Kroger Co.,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/KR/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
dg_2023_q4,DG,Dollar General Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/DG/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
mcd_2023_q4,MCD,McDonald's Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/MCD/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
yum_2023_q4,YUM,"Yum! Brands, Inc.",2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/YUM/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
nke_2023_q4,NKE,"NIKE, Inc.",2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/NKE/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
dis_2023_q4,DIS,The Walt Disney Company,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/DIS/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
ko_2023_q4,KO,The Coca-Cola Company,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/KO/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
pg_2023_q4,PG,The Procter & Gamble Company,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/PG/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
cl_2023_q4,CL,Colgate-Palmolive Company,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/CL/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
el_2023_q4,EL,The Estee Lauder Companies Inc.,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/EL/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
gis_2023_q4,GIS,"General Mills, Inc.",2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/GIS/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
hsy_2023_q4,HSY,The Hershey Company,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/HSY/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
t_2023_q4,T,AT&T Inc.,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/T/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
vz_2023_q4,VZ,Verizon Communications Inc.,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/VZ/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
ibm_2023_q4,IBM,International Business Machines Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/IBM/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
orcl_2023_q4,ORCL,Oracle Corporation,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/ORCL/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
crm_2023_q4,CRM,"Salesforce, Inc.",2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/CRM/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
now_2023_q4,NOW,"ServiceNow, Inc.",2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/NOW/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
acn_2023_q4,ACN,Accenture plc,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/ACN/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
dell_2023_q4,DELL,Dell Technologies Inc.,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/DELL/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
hpq_2023_q4,HPQ,HP Inc.,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/HPQ/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
net_2023_q4,NET,"Cloudflare, Inc.",2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/NET/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
snow_2023_q4,SNOW,Snowflake Inc.,2023,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/SNOW/2023/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
jpm_2022_q4,JPM,JPMorgan Chase & Co.,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/JPM/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
bac_2022_q4,BAC,Bank of America Corporation,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/BAC/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
c_2022_q4,C,Citigroup Inc.,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/C/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
wfc_2022_q4,WFC,Wells Fargo & Company,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/WFC/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
gs_2022_q4,GS,"The Goldman Sachs Group, Inc.",2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/GS/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
ms_2022_q4,MS,Morgan Stanley,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/MS/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
bk_2022_q4,BK,The Bank of New York Mellon Corporation,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/BK/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
stt_2022_q4,STT,State Street Corporation,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/STT/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
usb_2022_q4,USB,U.S. Bancorp,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/USB/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
pnc_2022_q4,PNC,"The PNC Financial Services Group, Inc.",2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/PNC/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
tfc_2022_q4,TFC,Truist Financial Corporation,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/TFC/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
cof_2022_q4,COF,Capital One Financial Corporation,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/COF/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
axp_2022_q4,AXP,American Express Company,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/AXP/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
v_2022_q4,V,Visa Inc.,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/V/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
ma_2022_q4,MA,Mastercard Incorporated,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/MA/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
fis_2022_q4,FIS,"Fidelity National Information Services, Inc.",2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/FIS/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
gpn_2022_q4,GPN,Global Payments Inc.,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/GPN/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
blk_2022_q4,BLK,"BlackRock, Inc.",2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/BLK/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
bx_2022_q4,BX,Blackstone Inc.,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/BX/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
schw_2022_q4,SCHW,The Charles Schwab Corporation,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/SCHW/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
ice_2022_q4,ICE,"Intercontinental Exchange, Inc.",2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/ICE/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
spgi_2022_q4,SPGI,S&P Global Inc.,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/SPGI/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
mco_2022_q4,MCO,Moody's Corporation,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/MCO/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
aon_2022_q4,AON,Aon plc,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/AON/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
aig_2022_q4,AIG,"American International Group, Inc.",2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/AIG/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
met_2022_q4,MET,"MetLife, Inc.",2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/MET/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
pru_2022_q4,PRU,"Prudential Financial, Inc.",2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/PRU/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
trv_2022_q4,TRV,"The Travelers Companies, Inc.",2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/TRV/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
cb_2022_q4,CB,Chubb Limited,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/CB/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
jnj_2022_q4,JNJ,Johnson & Johnson,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/JNJ/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
lly_2022_q4,LLY,Eli Lilly and Company,2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/LLY/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
mrk_2022_q4,MRK,"Merck & Co., Inc.",2022,Q4,8-K;10-Q;10-K,sec-edgar://metadata-first/MRK/2022/Q4,,,unknown_metadata_pending,metadata_only,sec_metadata_only,SEC metadata-first target row; filing body and exhibit downloads disabled by default.
